Borough,Attended_College,Completed_4YRs_College,Sex,Economics_Major,Transportation_to_Work,Employment_Status,Age,Income,Education
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,30,130000,16
Queens,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,76,12200,12
Manhattan,Yes,Yes,Male,Different Major,Ferry,Employed,61,760000,17
Manhattan,Yes,Yes,Female,Different Major,Not working,Not in labor force,56,100000,17
Bronx,Yes,Yes,Male,Different Major,Car,Employed,38,160000,17
Bronx,Yes,Yes,Female,Different Major,Car,Employed,38,90000,17
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,26,100000,16
Brooklyn,Yes,Yes,Female,Different Major,Worked from Home,Employed,25,70070,16
Queens,Yes,Yes,Male,Different Major,Worked from Home,Employed,62,113000,17
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,72,12600,12
Brooklyn,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,70,2200,12
Manhattan,Yes,Yes,Female,Different Major,Walking,Employed,27,50000,16
Queens,Yes,Yes,Female,Different Major,Subway,Employed,28,38500,16
Queens,Yes,Yes,Male,Different Major,Subway,Employed,29,45000,16
Queens,Yes,Yes,Male,Different Major,Subway,Employed,37,45000,16
Queens,Yes,Yes,Female,Different Major,Subway,Employed,32,55000,16
Brooklyn,Yes,Yes,Female,Different Major,Not working,Employed,46,15000,17
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,47,95000,17
Brooklyn,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,70,18300,12
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,73,8000,11
Brooklyn,Yes,Yes,Male,Different Major,Not working,Not in labor force,70,35000,17
Brooklyn,Yes,Yes,Female,Different Major,Not working,Not in labor force,69,12800,17
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,56,50000,17
Brooklyn,Yes,Yes,Male,Different Major,Car,Employed,61,75000,17
Manhattan,No,No,Female,Didn't Complete College,Not working,Not in labor force,33,0,11
Manhattan,No,No,Male,Didn't Complete College,Subway,Employed,34,25000,11
Queens,Yes,Yes,Female,Different Major,Not working,Not in labor force,68,145000,17
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,31,75000,17
Manhattan,Yes,Yes,Male,Different Major,Subway,Employed,34,80000,16
Manhattan,Yes,Yes,Female,Different Major,Not working,Not in labor force,31,0,16
Queens,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,47,570,12
Queens,Yes,No,Male,Didn't Complete College,Subway,Employed,63,46400,13
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,37,0,12
Brooklyn,No,No,Male,Didn't Complete College,Bus,Employed,42,16100,11
Brooklyn,Yes,Yes,Female,Different Major,Not working,Not in labor force,80,27200,16
Manhattan,No,No,Female,Didn't Complete College,Not working,Not in labor force,82,17400,11
Queens,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,75,30000,13
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,49,6000,11
Queens,Yes,Yes,Female,Different Major,Car,Employed,48,93000,17
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,37,100000,17
Brooklyn,Yes,Yes,Male,Different Major,Car,Employed,45,159000,17
Manhattan,Yes,Yes,Male,Different Major,Subway,Employed,36,185000,16
Manhattan,Yes,Yes,Female,Different Major,Subway,Employed,35,60000,17
Staten Island,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,69,12000,14
Staten Island,Yes,No,Male,Didn't Complete College,Car,Employed,42,75000,14
Queens,No,No,Male,Didn't Complete College,Car,Employed,53,31000,11
Queens,Yes,Yes,Female,Different Major,Subway,Employed,58,200000,16
Queens,Yes,Yes,Female,Different Major,Car,Employed,30,38700,16
Bronx,Yes,Yes,Female,Different Major,Subway,Employed,41,16900,16
Bronx,No,No,Male,Didn't Complete College,Not working,Not in labor force,49,0,11
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,67,18300,12
Brooklyn,No,No,Male,Didn't Complete College,Not working,Employed,49,28500,11
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,51,25000,17
Manhattan,Yes,Yes,Female,Different Major,Subway,Employed,41,130000,16
Manhattan,Yes,No,Male,Didn't Complete College,Car,Employed,53,22800,13
Queens,Yes,Yes,Male,Different Major,Not working,Unemployed,36,0,16
Queens,Yes,No,Female,Didn't Complete College,Subway,Employed,35,180,12
Bronx,No,No,Male,Didn't Complete College,Subway,Employed,34,35400,11
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,32,0,12
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,75,24000,12
Queens,Yes,Yes,Male,Different Major,Not working,Not in labor force,63,72000,16
Queens,Yes,Yes,Female,Different Major,Not working,Not in labor force,62,0,16
Queens,Yes,Yes,Male,Different Major,Subway,Employed,72,33100,16
Brooklyn,No,No,Male,Didn't Complete College,Car,Employed,58,100000,11
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,69,12000,11
Manhattan,No,No,Female,Didn't Complete College,Walking,Employed,64,18600,12
Manhattan,Yes,Yes,Female,Different Major,Bus,Employed,61,19000,16
Manhattan,Yes,No,Male,Didn't Complete College,Bus,Employed,40,55000,12
Brooklyn,Yes,Yes,Female,Different Major,Walking,Employed,45,120000,17
Brooklyn,Yes,Yes,Male,Different Major,Car,Employed,47,82000,17
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,76,4000,14
Brooklyn,Yes,Yes,Male,Different Major,Car,Employed,44,41100,16
Brooklyn,No,No,Female,Didn't Complete College,Worked from Home,Employed,40,18000,12
Brooklyn,Yes,Yes,Male,Different Major,Car,Employed,40,39000,16
Brooklyn,Yes,Yes,Female,Different Major,Not working,Not in labor force,40,1300,16
Queens,Yes,No,Male,Didn't Complete College,Subway,Employed,38,37500,14
Queens,Yes,Yes,Male,Different Major,Subway,Employed,37,48000,16
Queens,Yes,Yes,Female,Different Major,Not working,Not in labor force,30,9900,16
Queens,Yes,Yes,Female,Different Major,Not working,Not in labor force,58,10000,16
Manhattan,No,No,Female,Didn't Complete College,Subway,Employed,56,10000,12
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,65,5630,12
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,59,0,12
Manhattan,Yes,Yes,Male,Different Major,Not working,Not in labor force,72,61500,16
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,77,18000,12
Manhattan,Yes,Yes,Male,Different Major,Ferry,Employed,26,350000,16
Brooklyn,Yes,No,Female,Didn't Complete College,Subway,Employed,56,135000,14
Brooklyn,Yes,Yes,Male,Different Major,Not working,Not in labor force,73,60200,16
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,68,24200,14
Queens,Yes,Yes,Male,Different Major,Car,Employed,65,45000,16
Queens,Yes,Yes,Female,Different Major,Not working,Employed,54,10000,16
Queens,No,No,Female,Didn't Complete College,Subway,Employed,39,8000,12
Queens,Yes,Yes,Male,Different Major,Subway,Employed,33,5500,16
Queens,No,No,Male,Didn't Complete College,Car,Employed,43,38000,11
Manhattan,Yes,Yes,Female,Different Major,Subway,Employed,30,170000,16
Manhattan,Yes,Yes,Male,Yes,Subway,Employed,30,139000,16
Bronx,Yes,No,Female,Didn't Complete College,Car,Employed,41,34600,14
Bronx,No,No,Male,Didn't Complete College,Car,Employed,43,59000,12
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,81,14600,12
Manhattan,Yes,Yes,Female,Yes,Subway,Employed,31,135000,17
Manhattan,Yes,Yes,Male,Different Major,Subway,Employed,31,140000,17
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,79,8900,11
Bronx,No,No,Female,Didn't Complete College,Subway,Employed,27,9000,12
Bronx,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,25,0,13
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,84,35200,12
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,70,35200,12
Manhattan,Yes,Yes,Female,Different Major,Walking,Employed,65,78000,16
Brooklyn,Yes,No,Female,Didn't Complete College,Subway,Employed,39,55000,12
Brooklyn,Yes,Yes,Male,Different Major,Not working,Not in labor force,70,17300,16
Queens,No,No,Female,Didn't Complete College,Not working,Employed,48,8500,12
Queens,No,No,Female,Didn't Complete College,Bus,Employed,48,8000,12
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,32,84000,17
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,33,100000,17
Queens,Yes,Yes,Female,Different Major,Subway,Employed,25,48000,16
Queens,Yes,Yes,Male,Different Major,Car,Employed,55,19000,17
Queens,Yes,Yes,Female,Different Major,Walking,Employed,53,18000,16
Bronx,Yes,No,Male,Didn't Complete College,Bus,Employed,48,38000,13
Bronx,No,No,Male,Didn't Complete College,Not working,Employed,64,7620,12
Bronx,Yes,Yes,Female,Different Major,Not working,Not in labor force,57,7500,16
Queens,Yes,Yes,Female,Different Major,Subway,Employed,40,290400,17
Queens,Yes,Yes,Male,Different Major,Subway,Employed,43,130050,17
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,80,0,12
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,74,0,12
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,55,50000,12
Brooklyn,Yes,Yes,Female,Different Major,Car,Employed,49,90000,17
Brooklyn,Yes,Yes,Male,Different Major,Car,Employed,37,52000,16
Brooklyn,Yes,Yes,Female,Different Major,Bus,Employed,35,130000,17
Queens,Yes,No,Male,Didn't Complete College,Car,Employed,66,18500,12
Queens,Yes,No,Female,Didn't Complete College,Car,Employed,63,25500,12
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,61,17000,12
Queens,No,No,Female,Didn't Complete College,Subway,Employed,25,12000,11
Manhattan,Yes,Yes,Male,Different Major,Not working,Employed,51,114900,17
Manhattan,Yes,Yes,Male,Different Major,Subway,Employed,56,126000,17
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,32,0,12
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,39,100000,16
Queens,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,54,40000,14
Queens,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,47,0,14
Queens,Yes,Yes,Female,Different Major,Car,Employed,46,52000,16
Queens,Yes,No,Male,Didn't Complete College,Car,Employed,49,110000,12
Bronx,Yes,Yes,Female,Different Major,Bus,Employed,54,78000,16
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,41,4900,16
Brooklyn,Yes,No,Male,Didn't Complete College,Subway,Employed,33,14000,14
Bronx,Yes,Yes,Female,Different Major,Not working,Not in labor force,45,0,16
Bronx,No,No,Male,Didn't Complete College,Car,Employed,52,30000,12
Bronx,Yes,No,Female,Didn't Complete College,Bus,Employed,25,25000,14
Queens,Yes,Yes,Female,Different Major,Subway,Employed,40,1500,16
Queens,Yes,Yes,Female,Different Major,Subway,Employed,35,45000,16
Queens,Yes,No,Male,Didn't Complete College,Subway,Employed,28,20800,13
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,36,27400,16
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,40,20000,16
Brooklyn,Yes,No,Male,Didn't Complete College,Subway,Employed,54,16000,14
Brooklyn,Yes,No,Female,Didn't Complete College,Subway,Employed,46,15400,12
Queens,Yes,Yes,Female,Different Major,Subway,Employed,32,125000,17
Queens,Yes,Yes,Male,Different Major,Car,Employed,34,77000,17
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,63,0,11
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,60,0,11
Queens,Yes,Yes,Female,Different Major,Car,Employed,44,104000,17
Brooklyn,Yes,No,Male,Didn't Complete College,Car,Employed,46,60000,13
Brooklyn,Yes,Yes,Female,Different Major,Worked from Home,Employed,45,3800,16
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,71,6000,11
Brooklyn,Yes,Yes,Female,Different Major,Car,Employed,43,120000,17
Brooklyn,Yes,Yes,Male,Different Major,Car,Employed,45,125000,16
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,70,11800,12
Brooklyn,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,65,3200,13
Brooklyn,Yes,No,Female,Didn't Complete College,Subway,Employed,64,50000,14
Brooklyn,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,47,0,12
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,50,0,13
Queens,Yes,Yes,Female,Different Major,Car,Employed,37,100000,17
Queens,No,No,Female,Didn't Complete College,Subway,Employed,54,27100,12
Queens,No,No,Male,Didn't Complete College,Subway,Employed,53,40000,11
Queens,No,No,Male,Didn't Complete College,Car,Employed,41,55000,12
Queens,No,No,Female,Didn't Complete College,Walking,Employed,36,22000,12
Brooklyn,Yes,Yes,Male,Different Major,Not working,Employed,45,2050,16
Bronx,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,66,132300,14
Queens,Yes,No,Male,Didn't Complete College,Car,Employed,49,35100,14
Queens,Yes,No,Male,Didn't Complete College,Car,Employed,48,28000,13
Brooklyn,Yes,No,Male,Didn't Complete College,Car,Employed,34,17200,13
Brooklyn,Yes,No,Female,Didn't Complete College,Walking,Employed,34,25000,13
Manhattan,Yes,No,Female,Didn't Complete College,Bus,Employed,28,50000,14
Queens,No,No,Female,Didn't Complete College,Car,Employed,61,60000,12
Queens,No,No,Male,Didn't Complete College,Subway,Employed,61,60000,12
Queens,Yes,Yes,Female,Different Major,Car,Employed,33,85000,16
Queens,Yes,No,Male,Didn't Complete College,Car,Employed,31,75000,13
Manhattan,Yes,Yes,Male,Different Major,Not working,Employed,72,27050,16
Queens,No,No,Male,Didn't Complete College,Not working,Employed,29,52000,12
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Employed,69,6200,12
Bronx,No,No,Male,Didn't Complete College,Not working,Not in labor force,52,9800,11
Staten Island,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,75,49200,13
Staten Island,No,No,Male,Didn't Complete College,Not working,Not in labor force,74,125000,12
Staten Island,Yes,No,Male,Didn't Complete College,Car,Employed,34,80000,13
Queens,Yes,Yes,Male,Different Major,Car,Employed,68,204800,16
Queens,Yes,Yes,Female,Different Major,Railroad,Employed,68,31600,16
Queens,Yes,No,Male,Didn't Complete College,Worked from Home,Employed,25,7000,12
Brooklyn,Yes,Yes,Female,Different Major,Bus,Employed,52,225000,16
Brooklyn,Yes,Yes,Male,Different Major,Walking,Employed,51,35000,17
Queens,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,82,21000,12
Queens,Yes,Yes,Female,Different Major,Subway,Employed,56,29000,16
Queens,No,No,Female,Didn't Complete College,Not working,Unemployed,28,0,12
Queens,Yes,Yes,Male,Different Major,Car,Employed,25,50000,16
Queens,Yes,No,Male,Didn't Complete College,Subway,Employed,57,4000,14
Queens,Yes,No,Male,Didn't Complete College,Car,Employed,34,16000,12
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,29,0,12
Manhattan,Yes,Yes,Male,Different Major,Subway,Employed,42,215000,17
Bronx,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,49,20100,12
Queens,Yes,Yes,Male,Yes,Car,Employed,65,50000,17
Queens,Yes,Yes,Female,Different Major,Not working,Not in labor force,63,21700,16
Queens,Yes,Yes,Male,Yes,Bus,Employed,53,92000,16
Queens,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,44,0,13
Manhattan,Yes,No,Male,Didn't Complete College,Not working,Employed,54,6400,12
Queens,Yes,Yes,Female,Different Major,Not working,Not in labor force,55,0,16
Queens,Yes,No,Male,Didn't Complete College,Walking,Employed,38,50000,14
Queens,Yes,No,Female,Didn't Complete College,Subway,Employed,38,45000,13
Queens,Yes,Yes,Female,Different Major,Subway,Employed,57,85020,16
Manhattan,Yes,Yes,Male,Different Major,Subway,Employed,32,140100,17
Manhattan,Yes,Yes,Female,Different Major,Subway,Employed,31,79000,17
Brooklyn,Yes,Yes,Female,Different Major,Not working,Not in labor force,34,0,16
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,34,60000,16
Manhattan,Yes,Yes,Male,Different Major,Subway,Employed,36,660000,17
Manhattan,Yes,Yes,Female,Different Major,Subway,Employed,31,200000,17
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,40,0,11
Manhattan,Yes,Yes,Female,Different Major,Subway,Employed,44,300000,17
Manhattan,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,51,0,14
Manhattan,Yes,Yes,Male,Different Major,Not working,Not in labor force,77,332000,16
Manhattan,Yes,Yes,Female,Different Major,Ferry,Employed,76,424000,16
Queens,Yes,Yes,Female,Different Major,Subway,Employed,41,20000,16
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,69,2500,12
Queens,No,No,Male,Didn't Complete College,Car,Employed,74,86000,12
Queens,Yes,Yes,Female,Different Major,Not working,Not in labor force,76,51400,17
Queens,Yes,Yes,Male,Different Major,Railroad,Employed,48,35000,17
Brooklyn,No,No,Male,Didn't Complete College,Car,Employed,32,18900,12
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,30,0,12
Queens,No,No,Female,Didn't Complete College,Subway,Employed,37,20000,12
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,51,0,11
Brooklyn,Yes,No,Female,Didn't Complete College,Subway,Employed,38,57000,14
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,67,67000,12
Brooklyn,No,No,Female,Didn't Complete College,Bus,Employed,60,28000,12
Brooklyn,Yes,No,Male,Didn't Complete College,Worked from Home,Employed,43,27500,13
Staten Island,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,66,12000,14
